63573 | 32007 | SYN | 104 | 1669102036.6918778
32007 | 63573 | SYNACK | 104 | 1669102036.692266
63573 | 32007 | ACK | 104 | 1669102036.692271
63573 | 64253 | DATA | 8000 | 1669102036.692647
64253 | 63573 | FIN | 104 | 1669102037.25149
63573 | 64253 | DATA | 8000 | 1669102037.2520761
64253 | 63573 | FIN | 104 | 1669102038.179969
63573 | 64253 | DATA | 8000 | 1669102038.180369
64253 | 63573 | FIN | 104 | 1669102038.181749
63573 | 64253 | DATA | 8000 | 1669102038.182126
64253 | 63573 | FIN | 104 | 1669102038.1833339
63573 | 64253 | DATA | 8000 | 1669102038.1836731
64253 | 63573 | FIN | 104 | 1669102039.009953
63573 | 64253 | DATA | 8000 | 1669102039.010441
64253 | 63573 | FIN | 104 | 1669102039.8399339
63573 | 64253 | DATA | 8000 | 1669102039.840184
64253 | 63573 | FIN | 104 | 1669102039.8410869
63573 | 64253 | DATA | 8000 | 1669102039.841344
64253 | 63573 | FIN | 104 | 1669102039.842195
63573 | 64253 | DATA | 8000 | 1669102039.842464
64253 | 63573 | FIN | 104 | 1669102039.8432791
63573 | 64253 | DATA | 8000 | 1669102039.843515
64253 | 63573 | FIN | 104 | 1669102040.845053
63573 | 64253 | DATA | 8000 | 1669102040.8453782
64253 | 63573 | FIN | 104 | 1669102040.846554
63573 | 64253 | DATA | 8000 | 1669102040.846875
64253 | 63573 | FIN | 104 | 1669102040.847955
63573 | 64253 | DATA | 8000 | 1669102040.848265
64253 | 63573 | FIN | 104 | 1669102042.120522
63573 | 64253 | DATA | 8000 | 1669102042.1207502
64253 | 63573 | FIN | 104 | 1669102042.8725388
63573 | 64253 | DATA | 8000 | 1669102042.873915
64253 | 63573 | FIN | 104 | 1669102042.8777301
63573 | 64253 | DATA | 8000 | 1669102042.87848
64253 | 63573 | FIN | 104 | 1669102042.881021
63573 | 64253 | DATA | 8000 | 1669102042.881971
64253 | 63573 | FIN | 104 | 1669102043.744658
63573 | 64253 | DATA | 8000 | 1669102043.7459571
64253 | 63573 | FIN | 104 | 1669102045.123123
63573 | 64253 | DATA | 8000 | 1669102045.1233332
64253 | 63573 | FIN | 104 | 1669102045.124066
63573 | 64253 | DATA | 8000 | 1669102045.1242812
64253 | 63573 | FIN | 104 | 1669102045.739299
63573 | 64253 | DATA | 8000 | 1669102045.740604
64253 | 63573 | FIN | 104 | 1669102046.500075
63573 | 64253 | DATA | 8000 | 1669102046.501457
64253 | 63573 | FIN | 104 | 1669102046.50451
63573 | 64253 | DATA | 8000 | 1669102046.5051148
64253 | 63573 | FIN | 104 | 1669102046.507492
63573 | 64253 | DATA | 8000 | 1669102046.508134
64253 | 63573 | FIN | 104 | 1669102047.062392
63573 | 64253 | DATA | 8000 | 1669102047.0638778
64253 | 63573 | FIN | 104 | 1669102047.066637
63573 | 64253 | DATA | 8000 | 1669102047.067347
64253 | 63573 | FIN | 104 | 1669102047.069761
63573 | 64253 | DATA | 8000 | 1669102047.07044
64253 | 63573 | FIN | 104 | 1669102047.072648
63573 | 64253 | DATA | 8000 | 1669102047.073226
64253 | 63573 | FIN | 104 | 1669102047.075361
63573 | 64253 | DATA | 8000 | 1669102047.0760121
64253 | 63573 | FIN | 104 | 1669102047.776959
63573 | 64253 | DATA | 8000 | 1669102047.778285
64253 | 63573 | FIN | 104 | 1669102048.435432
63573 | 64253 | DATA | 8000 | 1669102048.436716
64253 | 63573 | FIN | 104 | 1669102049.330039
63573 | 64253 | DATA | 8000 | 1669102049.3303711
64253 | 63573 | FIN | 104 | 1669102049.3315158
63573 | 64253 | DATA | 8000 | 1669102049.331834
64253 | 63573 | FIN | 104 | 1669102049.332918
63573 | 64253 | DATA | 8000 | 1669102049.333239
64253 | 63573 | FIN | 104 | 1669102049.943918
63573 | 64253 | DATA | 8000 | 1669102049.9453619
64253 | 63573 | FIN | 104 | 1669102050.5960221
63573 | 64253 | DATA | 8000 | 1669102050.597337
58593 | 32007 | SYN | 104 | 1669102050.673682
64253 | 63573 | FIN | 104 | 1669102051.4075189
63573 | 64253 | DATA | 8000 | 1669102051.408591
32007 | 58593 | SYNACK | 104 | 1669102051.408869
58593 | 32007 | ACK | 104 | 1669102051.408881
58593 | 49724 | DATA | 8000 | 1669102051.4105558
64253 | 63573 | FIN | 104 | 1669102051.4121659
63573 | 64253 | DATA | 8000 | 1669102051.412875
64253 | 63573 | FIN | 104 | 1669102051.415309
63573 | 64253 | DATA | 8000 | 1669102051.4159548
64253 | 63573 | FIN | 104 | 1669102051.9540339
63573 | 64253 | DATA | 8000 | 1669102051.9545338
64253 | 63573 | FIN | 104 | 1669102052.755973
63573 | 64253 | DATA | 8000 | 1669102052.7573671
64253 | 63573 | FIN | 104 | 1669102052.7601862
63573 | 64253 | DATA | 8000 | 1669102052.7610009
64253 | 63573 | FIN | 104 | 1669102052.7634308
63573 | 64253 | DATA | 8000 | 1669102052.76409
64253 | 63573 | FIN | 104 | 1669102052.766446
63573 | 64253 | DATA | 8000 | 1669102052.767027
64253 | 63573 | FIN | 104 | 1669102052.768946
63573 | 64253 | DATA | 8000 | 1669102052.769459
64253 | 63573 | FIN | 104 | 1669102052.7716951
63573 | 64253 | DATA | 8000 | 1669102052.7722108
64253 | 63573 | FIN | 104 | 1669102052.7741492
63573 | 64253 | DATA | 8000 | 1669102052.774603
64253 | 63573 | FIN | 104 | 1669102052.776479
63573 | 64253 | DATA | 8000 | 1669102052.777034
64253 | 63573 | FIN | 104 | 1669102052.778798
63573 | 64253 | DATA | 8000 | 1669102052.779249
64253 | 63573 | FIN | 104 | 1669102052.780836
63573 | 64253 | DATA | 8000 | 1669102052.781331
64253 | 63573 | FIN | 104 | 1669102053.389219
63573 | 64253 | DATA | 8000 | 1669102053.390722
64253 | 63573 | FIN | 104 | 1669102053.3946009
63573 | 64253 | DATA | 8000 | 1669102053.3952901
64253 | 63573 | FIN | 104 | 1669102053.398011
63573 | 64253 | DATA | 8000 | 1669102053.398803
64253 | 63573 | FIN | 104 | 1669102054.004333
63573 | 64253 | DATA | 8000 | 1669102054.004707
64253 | 63573 | FIN | 104 | 1669102054.00598
63573 | 64253 | DATA | 8000 | 1669102054.006285
64253 | 63573 | FIN | 104 | 1669102054.0074959
63573 | 64253 | DATA | 8000 | 1669102054.0077991
64253 | 63573 | FIN | 104 | 1669102054.00878
63573 | 64253 | DATA | 8000 | 1669102054.0090592
64253 | 63573 | FIN | 104 | 1669102054.794854
63573 | 64253 | DATA | 8000 | 1669102054.795229
64253 | 63573 | FIN | 104 | 1669102055.614828
63573 | 64253 | DATA | 8000 | 1669102055.6154351
64253 | 63573 | FIN | 104 | 1669102057.691765
63573 | 64253 | DATA | 8000 | 1669102057.693227
64253 | 63573 | FIN | 104 | 1669102057.696906
63573 | 64253 | DATA | 8000 | 1669102057.697561
