63393 | 32007 | SYN | 120 | 1|1669111387.4976497
32007 | 63393 | SYNACK | 120 | 1|1669111388.1269677
63393 | 32007 | ACK | 120 | 1|1669111388.1269677
63393 | 63394 | DATA | 8000 | 1|1669111388.13016
63394 | 63393 | FIN | 8000 | 1|1669111388.1425955
63393 | 63394 | DATA | 8000 | 2|1669111390.2659957
63393 | 63394 | DATA | 8000 | 2|1669111390.2670133
63394 | 63393 | FIN | 8000 | 2|1669111390.2827704
63394 | 63393 | FIN | 8000 | 2|1669111390.9430225
63393 | 63394 | DATA | 8000 | 4|1669111392.8939378
63393 | 63394 | DATA | 8000 | 4|1669111392.8955293
63393 | 63394 | DATA | 8000 | 4|1669111392.8955293
63394 | 63393 | FIN | 8000 | 4|1669111392.9252803
63394 | 63393 | FIN | 8000 | 4|1669111392.9267077
63394 | 63393 | FIN | 8000 | 4|1669111393.7269757
63394 | 63393 | FIN | 8000 | 4|1669111393.727975
63394 | 63393 | FIN | 8000 | 1|1669111395.1959953
63394 | 63393 | FIN | 8000 | 1|1669111399.148167
63394 | 63393 | FIN | 8000 | 1|1669111400.1176798
63394 | 63393 | FIN | 8000 | 1|1669111400.119696
63394 | 63393 | FIN | 8000 | 1|1669111401.914456
63393 | 63394 | DATA | 8000 | 2|1669111404.2818568
63393 | 63394 | DATA | 8000 | 2|1669111404.2818568
63394 | 63393 | FIN | 8000 | 2|1669111404.3381264
63394 | 63393 | FIN | 8000 | 2|1669111404.3541296
63393 | 63394 | DATA | 8000 | 4|1669111407.2363565
63393 | 63394 | DATA | 8000 | 4|1669111407.2367463
63393 | 63394 | DATA | 8000 | 4|1669111407.2392576
63394 | 63393 | FIN | 8000 | 4|1669111408.1157417
63394 | 63393 | FIN | 8000 | 4|1669111408.117929
63394 | 63393 | FIN | 8000 | 4|1669111408.1199284
63394 | 63393 | FIN | 8000 | 4|1669111408.122016
63394 | 63393 | FIN | 8000 | 1|1669111412.5295582
63394 | 63393 | FIN | 8000 | 1|1669111418.899132
63394 | 63393 | FIN | 8000 | 1|1669111419.8273106
63393 | 63394 | DATA | 8000 | 2|1669111422.8359368
63393 | 63394 | DATA | 8000 | 2|1669111422.839187
63394 | 63393 | FIN | 8000 | 2|1669111423.8268926
63394 | 63393 | FIN | 8000 | 2|1669111424.7911098
63393 | 63394 | DATA | 8000 | 4|1669111427.6567707
63393 | 63394 | DATA | 8000 | 4|1669111427.6577694
63393 | 63394 | DATA | 8000 | 4|1669111427.659207
63394 | 63393 | FIN | 8000 | 4|1669111427.6917386
63394 | 63393 | FIN | 8000 | 4|1669111428.325566
63394 | 63393 | FIN | 8000 | 4|1669111428.3275647
63394 | 63393 | FIN | 8000 | 4|1669111428.3296456
63394 | 63393 | FIN | 8000 | 1|1669111431.8604426
63394 | 63393 | FIN | 8000 | 1|1669111439.932601
63394 | 63393 | FIN | 8000 | 1|1669111439.934261
63394 | 63393 | FIN | 8000 | 1|1669111440.5737398
63394 | 63393 | FIN | 8000 | 1|1669111444.8939936
63393 | 63394 | DATA | 8000 | 2|1669111448.56373
63393 | 63394 | DATA | 8000 | 2|1669111448.5647297
63394 | 63393 | FIN | 8000 | 2|1669111448.5850787
