59789 | 32007 | SYN | 104 | 1669100115.119238
32007 | 59789 | SYNACK | 104 | 1669100115.11956
59789 | 32007 | ACK | 104 | 1669100115.119565
59789 | 51538 | DATA | 8000 | 1669100115.120098
51538 | 59789 | FIN | 104 | 1669100116.099367
59789 | 51538 | DATA | 8000 | 1669100116.0996108
51538 | 59789 | FIN | 104 | 1669100116.1007192
59789 | 51538 | DATA | 8000 | 1669100116.100949
51538 | 59789 | FIN | 104 | 1669100116.101877
59789 | 51538 | DATA | 8000 | 1669100116.1021
51538 | 59789 | FIN | 104 | 1669100116.102986
59789 | 51538 | DATA | 8000 | 1669100116.103194
51538 | 59789 | FIN | 104 | 1669100116.1040268
59789 | 51538 | DATA | 8000 | 1669100116.1042309
51538 | 59789 | FIN | 104 | 1669100117.011014
59789 | 51538 | DATA | 8000 | 1669100117.011332
51538 | 59789 | FIN | 104 | 1669100117.6747131
59789 | 51538 | DATA | 8000 | 1669100117.6753001
51538 | 59789 | FIN | 104 | 1669100118.6441832
59789 | 51538 | DATA | 8000 | 1669100118.6458392
51538 | 59789 | FIN | 104 | 1669100119.230561
59789 | 51538 | DATA | 8000 | 1669100119.231174
51538 | 59789 | FIN | 104 | 1669100119.985481
59789 | 51538 | DATA | 8000 | 1669100119.986758
51538 | 59789 | FIN | 104 | 1669100120.920827
59789 | 51538 | DATA | 8000 | 1669100120.921557
51538 | 59789 | FIN | 104 | 1669100121.591102
59789 | 51538 | DATA | 8000 | 1669100121.592337
51538 | 59789 | FIN | 104 | 1669100121.5959208
59789 | 51538 | DATA | 8000 | 1669100121.59654
51538 | 59789 | FIN | 104 | 1669100122.3351328
59789 | 51538 | DATA | 8000 | 1669100122.3358002
51538 | 59789 | FIN | 104 | 1669100122.8970182
59789 | 51538 | DATA | 8000 | 1669100122.8976982
51538 | 59789 | FIN | 104 | 1669100122.9000478
59789 | 51538 | DATA | 8000 | 1669100122.900919
51538 | 59789 | FIN | 104 | 1669100123.558752
59789 | 51538 | DATA | 8000 | 1669100123.5600052
51538 | 59789 | FIN | 104 | 1669100123.566932
59789 | 51538 | DATA | 8000 | 1669100123.567605
51538 | 59789 | FIN | 104 | 1669100124.301902
59789 | 51538 | DATA | 8000 | 1669100124.302593
51538 | 59789 | FIN | 104 | 1669100124.30556
59789 | 51538 | DATA | 8000 | 1669100124.3062
51538 | 59789 | FIN | 104 | 1669100124.834945
59789 | 51538 | DATA | 8000 | 1669100124.835619
51538 | 59789 | FIN | 104 | 1669100125.3748329
59789 | 51538 | DATA | 8000 | 1669100125.3754292
51538 | 59789 | FIN | 104 | 1669100126.3394198
59789 | 51538 | DATA | 8000 | 1669100126.340294
51538 | 59789 | FIN | 104 | 1669100127.2971709
59789 | 51538 | DATA | 8000 | 1669100127.2980108
51538 | 59789 | FIN | 104 | 1669100128.179496
59789 | 51538 | DATA | 8000 | 1669100128.179866
51538 | 59789 | FIN | 104 | 1669100129.438041
59789 | 51538 | DATA | 8000 | 1669100129.438331
51538 | 59789 | FIN | 104 | 1669100129.439571
59789 | 51538 | DATA | 8000 | 1669100129.439847
51538 | 59789 | FIN | 104 | 1669100130.011125
59789 | 51538 | DATA | 8000 | 1669100130.011722
51538 | 59789 | FIN | 104 | 1669100130.014279
59789 | 51538 | DATA | 8000 | 1669100130.014859
51538 | 59789 | FIN | 104 | 1669100130.91
59789 | 51538 | DATA | 8000 | 1669100130.9102259
51538 | 59789 | FIN | 104 | 1669100131.8791208
59789 | 51538 | DATA | 8000 | 1669100131.879446
51538 | 59789 | FIN | 104 | 1669100131.880215
59789 | 51538 | DATA | 8000 | 1669100131.880848
51538 | 59789 | FIN | 104 | 1669100133.4389539
59789 | 51538 | DATA | 8000 | 1669100133.439302
51538 | 59789 | FIN | 104 | 1669100133.440701
59789 | 51538 | DATA | 8000 | 1669100133.441036
51538 | 59789 | FIN | 104 | 1669100135.5063412
59789 | 51538 | DATA | 8000 | 1669100135.5065548
51538 | 59789 | FIN | 104 | 1669100135.5074189
59789 | 51538 | DATA | 8000 | 1669100135.507632
51538 | 59789 | FIN | 104 | 1669100135.508522
59789 | 51538 | DATA | 8000 | 1669100135.508727
51538 | 59789 | FIN | 104 | 1669100136.062141
59789 | 51538 | DATA | 8000 | 1669100136.062443
51538 | 59789 | FIN | 104 | 1669100139.375848
59789 | 51538 | DATA | 8000 | 1669100139.377152
51538 | 59789 | FIN | 104 | 1669100140.3848221
59789 | 51538 | DATA | 8000 | 1669100140.385962
51538 | 59789 | FIN | 104 | 1669100141.378666
59789 | 51538 | DATA | 8000 | 1669100141.3790998
51538 | 59789 | FIN | 104 | 1669100142.9868999
59789 | 51538 | DATA | 8000 | 1669100142.987621
51538 | 59789 | FIN | 104 | 1669100143.618122
59789 | 51538 | DATA | 8000 | 1669100143.61938
51538 | 59789 | FIN | 104 | 1669100144.3926558
59789 | 51538 | DATA | 8000 | 1669100144.39403
51538 | 59789 | FIN | 104 | 1669100146.974359
59789 | 51538 | DATA | 8000 | 1669100146.975134
51538 | 59789 | FIN | 104 | 1669100147.807532
59789 | 51538 | DATA | 8000 | 1669100147.807841
51538 | 59789 | FIN | 104 | 1669100148.387082
59789 | 51538 | DATA | 8000 | 1669100148.387424
51538 | 59789 | FIN | 104 | 1669100153.226608
59789 | 51538 | DATA | 8000 | 1669100153.2280881
51538 | 59789 | FIN | 104 | 1669100153.230623
59789 | 51538 | DATA | 8000 | 1669100153.231248
51538 | 59789 | FIN | 104 | 1669100153.233442
59789 | 51538 | DATA | 8000 | 1669100153.2339158
51538 | 59789 | FIN | 104 | 1669100154.134239
59789 | 51538 | DATA | 8000 | 1669100154.134916
51538 | 59789 | FIN | 104 | 1669100155.2462668
59789 | 51538 | DATA | 8000 | 1669100155.247539
51538 | 59789 | FIN | 104 | 1669100155.252119
59789 | 51538 | DATA | 8000 | 1669100155.25278
51538 | 59789 | FIN | 104 | 1669100158.9781
59789 | 51538 | DATA | 8000 | 1669100158.978318
51538 | 59789 | FIN | 104 | 1669100159.830538
59789 | 51538 | DATA | 8000 | 1669100159.83121
51538 | 59789 | FIN | 104 | 1669100159.835218
59789 | 51538 | DATA | 8000 | 1669100159.835973
51538 | 59789 | FIN | 104 | 1669100160.4070709
59789 | 51538 | DATA | 8000 | 1669100160.407671
51538 | 59789 | FIN | 104 | 1669100164.518462
59789 | 51538 | DATA | 8000 | 1669100164.5187142
51538 | 59789 | FIN | 104 | 1669100169.959984
